NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Javad Nekounam,AFC,World Cup,CM,76.0,88.0,74.0,71.0,86.0,41.0,54.0
Ashkan Dejagah,Fulham,Barclays PL,RM,75.0,73.0,69.0,74.0,73.0,74.0,74.0
Masoud Shojaei,AFC,World Cup,LM,69.0,87.0,67.0,59.0,75.0,43.0,48.0
Reza Ghoochannejhad,AFC,World Cup,ST,68.0,79.0,56.0,59.0,75.0,37.0,41.0
Steven Beitashour,Vancouver Whitecaps,MLS,RB,65.0,84.0,62.0,60.0,66.0,38.0,65.0
Andranik Teymourian,AFC,World Cup,CDM,64.0,83.0,55.0,51.0,71.0,37.0,49.0
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
